,artist,duration,number,orig_ds,orig_fname,title,id
308,hall_and_oates,147.4,485.0,Billboard,0485\salami_chords.txt,rich_girl,308
309,james_brown,278.96,490.0,Billboard,0490\salami_chords.txt,my_thang,309
310,police,243.1,492.0,Billboard,0492\salami_chords.txt,don't_stand_so_close_to_me,310
311,kenny_rogers,208.72,494.0,Billboard,0494\salami_chords.txt,i_don't_need_you,311
312,the_staple_singers,224.1,497.0,Billboard,0497\salami_chords.txt,city_in_the_sky,312
313,johnny_horton,152.55,500.0,Billboard,0500\salami_chords.txt,the_battle_of_new_orleans,313
314,donna_summer,199.65,501.0,Billboard,0501\salami_chords.txt,last_dance,314
315,otis_redding,195.93,502.0,Billboard,0502\salami_chords.txt,i've_been_loving_you_too_long_(to_stop_now),315
316,engelbert_humperdinck,236.46,506.0,Billboard,0506\salami_chords.txt,after_the_lovin',316
317,commodores,227.55,507.0,Billboard,0507\salami_chords.txt,still,317
318,b.b._king,163.45,510.0,Billboard,0510\salami_chords.txt,how_blue_can_you_get,318
319,bertha_tillman,141.69,511.0,Billboard,0511\salami_chords.txt,oh_my_angel,319
320,the_rolling_stones,203.21,512.0,Billboard,0512\salami_chords.txt,going_to_a_go-go,320
321,etta_james,177.63,515.0,Billboard,0515\salami_chords.txt,fool_that_i_am,321
322,nat_king_cole,145.04,516.0,Billboard,0516\salami_chords.txt,those_lazy-hazy-crazy_days_of_summer,322
323,george_harrison,227.37,517.0,Billboard,0517\salami_chords.txt,years_ago,323
324,"crosby,_stills_and_nash",449.46,518.0,Billboard,0518\salami_chords.txt,suite,324
325,tina_turner,433.61,524.0,Billboard,0524\salami_chords.txt,private_dancer,325
326,led_zeppelin,335.36,525.0,Billboard,0525\salami_chords.txt,trampled_under_foot,326
327,pet_shop_boys,258.87,526.0,Billboard,0526\salami_chords.txt,love_comes_quickly,327
328,tommy_james,244.95,528.0,Billboard,0528\salami_chords.txt,crystal_blue_persuasion,328
329,tracie_spencer,306.58,530.0,Billboard,0530\salami_chords.txt,this_house,329
330,kate_bush,301.01,531.0,Billboard,0531\salami_chords.txt,running_up_that_hill,330
331,james_brown,179.26,533.0,Billboard,0533\salami_chords.txt,baby_you're_right,331
332,cheap_trick,237.69,539.0,Billboard,0539\salami_chords.txt,stop_this_game,332
333,billy_preston,222.3,540.0,Billboard,0540\salami_chords.txt,with_you_i'm_born_again,333
334,wham!,234.42,542.0,Billboard,0542\salami_chords.txt,wake_me_up_before_you_go-go,334
335,elvis_presley,192.31,543.0,Billboard,0543\salami_chords.txt,if_i_can_dream,335
336,jackson_browne,241.45,545.0,Billboard,0545\salami_chords.txt,redneck_friend,336
337,the_trammps,217.37,546.0,Billboard,0546\salami_chords.txt,disco_inferno,337
338,michael_johnson,234.4,547.0,Billboard,0547\salami_chords.txt,almost_by_being_in_love,338
339,swingin'_medallions,137.95,549.0,Billboard,0549\salami_chords.txt,double_shot_(of_my_baby's_love),339
340,peaches_and_herb,333.39,550.0,Billboard,0550\salami_chords.txt,shake_your_groove_thing,340
341,michael_sembello,252.68,553.0,Billboard,0553\salami_chords.txt,maniac,341
342,the_moments,139.08,554.0,Billboard,0554\salami_chords.txt,walk_right_in,342
343,cheap_trick,256.0,555.0,Billboard,0555\salami_chords.txt,surrender,343
344,dolly_parton,158.48,559.0,Billboard,0559\salami_chords.txt,baby_i'm_burnin',344
345,simon_and_garfunkel,176.78,560.0,Billboard,0560\salami_chords.txt,cecilia,345
346,jackson_browne,201.35,561.0,Billboard,0561\salami_chords.txt,boulevard,346
347,elvis_presley,132.47,565.0,Billboard,0565\salami_chords.txt,judy,347
348,roxette,237.98,567.0,Billboard,0567\salami_chords.txt,the_look,348
349,roxy,226.56,568.0,Billboard,0568\salami_chords.txt,dance_away,349
350,dave_dudley,144.05,570.0,Billboard,0570\salami_chords.txt,six_days_on_the_road,350
351,gary_u.s._bonds,150.54,571.0,Billboard,0571\salami_chords.txt,quarter_to_three,351
352,baltimora,232.46,572.0,Billboard,0572\salami_chords.txt,"tarzan_boy_(from_""teenage_mutant_ninja_turtles_iii"")",352
353,al_green,166.64,573.0,Billboard,0573\salami_chords.txt,"oh_me,_oh_my_(dreams_in_my_arms)",353
354,canned_heat,169.9,577.0,Billboard,0577\salami_chords.txt,let's_work_together,354
355,anita_baker,260.55,578.0,Billboard,0578\salami_chords.txt,giving_you_the_best_that_i_got,355
356,the_yardbirds,149.39,579.0,Billboard,0579\salami_chords.txt,heart_full_of_soul,356
357,the_falcons,178.68,580.0,Billboard,0580\salami_chords.txt,i_found_a_love,357
358,the_miracles,192.21,582.0,Billboard,0582\salami_chords.txt,i_don't_blame_you_at_all,358
359,ben_e._king,185.36,583.0,Billboard,0583\salami_chords.txt,amor,359
360,clarence_carter,138.4,585.0,Billboard,0585\salami_chords.txt,too_weak_to_fight,360
361,the_righteous_brothers,218.33,587.0,Billboard,0587\salami_chords.txt,unchained_melody,361
362,queen,183.17,588.0,Billboard,0588\salami_chords.txt,we_are_the_champions,362
363,"crosby,_stills_and_nash",280.57,589.0,Billboard,0589\salami_chords.txt,southern_cross,363
364,chico_debarge,232.5,590.0,Billboard,0590\salami_chords.txt,talk_to_me,364
365,eagles,221.65,591.0,Billboard,0591\salami_chords.txt,the_long_run,365
366,duran_duran,266.87,592.0,Billboard,0592\salami_chords.txt,all_she_wants_is,366
367,yaz,346.83,594.0,Billboard,0594\salami_chords.txt,situation,367
368,irma_thomas,134.16,598.0,Billboard,0598\salami_chords.txt,wish_someone_would_care,368
369,alice_cooper,274.67,599.0,Billboard,0599\salami_chords.txt,hey_stoopid,369
370,billy_swan,178.35,601.0,Billboard,0601\salami_chords.txt,i_can_help,370
371,b.b._king,243.51,605.0,Billboard,0605\salami_chords.txt,the_thrill_is_gone,371
372,tom_d_hall,125.7,606.0,Billboard,0606\salami_chords.txt,i_love,372
373,carl_carlton,155.04,607.0,Billboard,0607\salami_chords.txt,everlasting_love,373
374,quarterflash,217.81,608.0,Billboard,0608\salami_chords.txt,harden_my_heart,374
375,kiss,247.28,610.0,Billboard,0610\salami_chords.txt,rocket_ride,375
376,sly_and_the_family_stone,323.68,614.0,Billboard,0614\salami_chords.txt,i_want_to_take_you_higher,376
377,nick_gilder,189.47,615.0,Billboard,0615\salami_chords.txt,hot_child_in_the_city,377
378,mrs._robinson,245.0,616.0,Billboard,0616\salami_chords.txt,simon_and_garfunkel,378
379,elvis_presley,128.81,617.0,Billboard,0617\salami_chords.txt,his_latest_flame,379
380,dean_martin,161.78,618.0,Billboard,0618\salami_chords.txt,everybody_loves_somebody,380
381,marvin_gaye_and_tammy_terrell,146.23,619.0,Billboard,0619\salami_chords.txt,if_i_could_build_my_whole_world_around_you,381
382,rod_stewart,198.54,620.0,Billboard,0620\salami_chords.txt,twisting_the_night_away,382
383,ray_parker_jr,246.88,621.0,Billboard,0621\salami_chords.txt,ghostbusters_theme,383
384,glen_campbell,147.38,623.0,Billboard,0623\salami_chords.txt,it's_only_make_believe,384
385,stevie_wonder,227.81,625.0,Billboard,0625\salami_chords.txt,higher_ground,385
386,bonnie_raitt,232.91,627.0,Billboard,0627\salami_chords.txt,nick_of_time,386
387,michael_jackson,257.93,629.0,Billboard,0629\salami_chords.txt,beat_it,387
388,stevie_wonder,179.64,631.0,Billboard,0631\salami_chords.txt,if_you_really_love_me,388
389,daryl_hall_and_john_oates,274.21,633.0,Billboard,0633\salami_chords.txt,maneater,389
390,beastie_boys,158.62,634.0,Billboard,0634\salami_chords.txt,brass_monkey,390
391,jan_and_dean,166.77,635.0,Billboard,0635\salami_chords.txt,little_old_lady_from_pasadena,391
392,michael_jackson,245.73,637.0,Billboard,0637\salami_chords.txt,human_nature,392
393,johnny_tillotson,157.36,638.0,Billboard,0638\salami_chords.txt,out_of_my_mind,393
394,james_brown,165.98,640.0,Billboard,0640\salami_chords.txt,think,394
395,the_music_machine,171.78,643.0,Billboard,0643\salami_chords.txt,the_people_in_me,395
396,otis_redding,164.78,645.0,Billboard,0645\salami_chords.txt,(sittin'_on)_the_dock_of_the_bay,396
397,anita_baker,317.57,647.0,Billboard,0647\salami_chords.txt,caught_up_in_the_rapture,397
398,pet_shop_boys,259.95,648.0,Billboard,0648\salami_chords.txt,what_have_i_done_to_deserve_this?,398
399,the_supremes,181.58,649.0,Billboard,0649\salami_chords.txt,stoned_love,399
400,louis_armstrong,147.77,650.0,Billboard,0650\salami_chords.txt,hello_dolly,400
401,the_weather_girls,209.21,651.0,Billboard,0651\salami_chords.txt,it's_raining_men,401
402,soft_cell,161.44,654.0,Billboard,0654\salami_chords.txt,tainted_love,402
403,eric_carmen,321.15,655.0,Billboard,0655\salami_chords.txt,sunrise,403
404,dr._hook,195.68,656.0,Billboard,0656\salami_chords.txt,years_from_now,404
405,elvis_presley,127.87,658.0,Billboard,0658\salami_chords.txt,ask_me,405
406,the_j._geils_band,227.97,662.0,Billboard,0662\salami_chords.txt,looking_for_a_love,406
407,pointer_sisters,220.34,663.0,Billboard,0663\salami_chords.txt,he's_so_shy,407
408,joni_mitchell,167.52,668.0,Billboard,0668\salami_chords.txt,big_yellow_taxi,408
409,queensryche,347.82,670.0,Billboard,0670\salami_chords.txt,silent_lucidity,409
410,the_kendalls,145.16,671.0,Billboard,0671\salami_chords.txt,heaven's_just_a_sin_away,410
411,jackie_wilson,231.49,672.0,Billboard,0672\salami_chords.txt,baby_workout,411
412,the_fireballs,123.85,674.0,Billboard,0674\salami_chords.txt,sugar_shack,412
413,joe_cocker,193.18,675.0,Billboard,0675\salami_chords.txt,with_a_little_help_from_my_friends,413
414,wilson_pickett,144.62,677.0,Billboard,0677\salami_chords.txt,don't_knock_my_love_-_pt._1,414
415,otis_redding,161.02,678.0,Billboard,0678\salami_chords.txt,chained_and_bound,415
416,u2,296.18,681.0,Billboard,0681\salami_chords.txt,with_or_without_you,416
417,stevie_wonder,313.99,683.0,Billboard,0683\salami_chords.txt,that_girl,417
418,inxs,190.28,687.0,Billboard,0687\salami_chords.txt,need_you_tonight,418
419,canned_heat,302.89,688.0,Billboard,0688\salami_chords.txt,on_the_road_again,419
420,jan_and_dean,165.12,689.0,Billboard,0689\salami_chords.txt,"the_anaheim,_azusa_and_cucamonga_sewing_circle,_book_review_and_timing_association",420
421,juice_newton,209.87,690.0,Billboard,0690\salami_chords.txt,queen_of_hearts,421
422,the_neville_brothers,266.87,691.0,Billboard,0691\salami_chords.txt,tell_it_like_it_is,422
423,rita_coolidge,210.21,692.0,Billboard,0692\salami_chords.txt,fever,423
424,brenda_lee,171.68,696.0,Billboard,0696\salami_chords.txt,too_many_rivers,424
425,jeff_beck,296.07,698.0,Billboard,0698\salami_chords.txt,people_get_ready,425
426,bachman-turner_overdrive,234.14,699.0,Billboard,0699\salami_chords.txt,heartaches,426
427,chicago,200.02,700.0,Billboard,0700\salami_chords.txt,does_anybody_really_know_what_time_it_is,427
428,billy_idol,253.38,701.0,Billboard,0701\salami_chords.txt,white_wedding,428
429,gladys_knight_and_the_pips,195.32,705.0,Billboard,0705\salami_chords.txt,baby_don't_change_your_mind,429
430,jethro_tull,203.47,706.0,Billboard,0706\salami_chords.txt,living_in_the_past,430
431,rod_bernard,164.81,707.0,Billboard,0707\salami_chords.txt,this_should_go_on_forever,431
432,daryl_hall_and_john_oates,186.17,708.0,Billboard,0708\salami_chords.txt,sara_smile,432
433,john_denver,242.79,711.0,Billboard,0711\salami_chords.txt,some_days_are_diamonds_(some_days_are_stone),433
434,jerry_reed,155.32,713.0,Billboard,0713\salami_chords.txt,ko-ko_joe,434
435,commodores,241.31,716.0,Billboard,0716\salami_chords.txt,lady_(you_bring_me_up),435
436,john_denver,286.19,720.0,Billboard,0720\salami_chords.txt,rocky_mountain_high,436
437,dinah_washington,136.1,722.0,Billboard,0722\salami_chords.txt,where_are_you,437
438,badfinger,169.46,723.0,Billboard,0723\salami_chords.txt,maybe_tomorrow,438
439,etta_james,158.8,726.0,Billboard,0726\salami_chords.txt,would_it_make_any_difference_to_you,439
440,the_beatles,164.42,727.0,Billboard,0727\salami_chords.txt,eight_days_a_week,440
441,neil_sedaka,138.74,728.0,Billboard,0728\salami_chords.txt,breaking_up_is_hard_to_do,441
442,psychedelic_furs,279.99,729.0,Billboard,0729\salami_chords.txt,pretty_in_pink,442
443,kenny_rogers,222.9,731.0,Billboard,0731\salami_chords.txt,lucille,443
444,dean_martin,142.59,734.0,Billboard,0734\salami_chords.txt,i_will,444
445,earth_wind_and_fire,225.99,735.0,Billboard,0735\salami_chords.txt,getaway,445
446,stevie_wonder,629.32,736.0,Billboard,0736\salami_chords.txt,do_i_do,446
447,cliff_richard,158.83,740.0,Billboard,0740\salami_chords.txt,living_doll,447
448,pat_benatar,251.41,741.0,Billboard,0741\salami_chords.txt,love_is_a_battlefield,448
449,blondie,208.09,743.0,Billboard,0743\salami_chords.txt,one_way_or_another,449
450,louis_prima_and_keely_smith,176.62,746.0,Billboard,0746\salami_chords.txt,that_old_black_magic,450
451,tracy_chapman,194.17,747.0,Billboard,0747\salami_chords.txt,baby_can_i_hold_you,451
452,ray_charles,179.44,748.0,Billboard,0748\salami_chords.txt,crying_time,452
453,led_zepplin,263.24,749.0,Billboard,0749\salami_chords.txt,dyer_maker,453
454,elton_john,321.83,752.0,Billboard,0752\salami_chords.txt,levon,454
455,jimmy_buffett,188.81,758.0,Billboard,0758\salami_chords.txt,come_monday,455
456,dr._hook,183.67,761.0,Billboard,0761\salami_chords.txt,walk_right_in,456
457,grand_funk_railroad,245.24,762.0,Billboard,0762\salami_chords.txt,walk_like_a_man,457
458,paper_lace,217.42,767.0,Billboard,0767\salami_chords.txt,the_night_chicago_died,458
459,the_cowsills,212.4,770.0,Billboard,0770\salami_chords.txt,hair,459
460,paul_mccartney,283.17,772.0,Billboard,0772\salami_chords.txt,press,460
461,fats_domino,141.61,773.0,Billboard,0773\salami_chords.txt,i_want_to_walk_you_home,461
462,marc_cohn,255.94,775.0,Billboard,0775\salami_chords.txt,walking_in_memphis,462
463,fontella_bass,173.24,777.0,Billboard,0777\salami_chords.txt,rescue_me,463
464,charlie_rich,166.22,779.0,Billboard,0779\salami_chords.txt,a_very_special_love_song,464
465,the_righteous_brothers,188.79,785.0,Billboard,0785\salami_chords.txt,soul_and_inspiration,465
466,johnny_cash,136.72,787.0,Billboard,0787\salami_chords.txt,the_ways_of_a_woman_in_love,466
467,floyd_cramer,149.52,788.0,Billboard,0788\salami_chords.txt,last_date,467
468,bruce_channel,143.18,789.0,Billboard,0789\salami_chords.txt,hey_baby,468
469,brenda_lee,153.92,790.0,Billboard,0790\salami_chords.txt,everybody_loves_me_but_you,469
470,eric_carmen,248.42,791.0,Billboard,0791\salami_chords.txt,hungry_eyes,470
471,chuck_berry,141.27,792.0,Billboard,0792\salami_chords.txt,almost_grown,471
472,elvis_presley,273.95,793.0,Billboard,0793\salami_chords.txt,my_way,472
473,billy_idol,221.99,794.0,Billboard,0794\salami_chords.txt,catch_my_fall,473
474,barry_white,203.96,796.0,Billboard,0796\salami_chords.txt,"you're_the_first,_the_last,_my_everything",474
475,teddy_pendergrass,243.56,797.0,Billboard,0797\salami_chords.txt,i_don't_love_you_anymore,475
476,the_allman_brothers,227.42,798.0,Billboard,0798\salami_chords.txt,straight_from_the_heart,476
477,waylon_jennings,129.36,802.0,Billboard,0802\salami_chords.txt,theme_from_the_dukes_of_hazzard,477
478,cyndi_lauper,228.22,803.0,Billboard,0803\salami_chords.txt,true_colors,478
479,"earth,_wind_and_fire",147.67,804.0,Billboard,0804\salami_chords.txt,september,479
480,rita_coolidge,220.49,806.0,Billboard,0806\salami_chords.txt,we're_all_alone,480
481,meat_loaf,290.12,807.0,Billboard,0807\salami_chords.txt,you_took_the_words_right_out_of_my_mouth,481
482,the_everly_brothers,156.24,809.0,Billboard,0809\salami_chords.txt,on_the_wings_of_a_nightingale,482
483,poison,229.46,810.0,Billboard,0810\salami_chords.txt,unskinny_bop,483
484,jermaine_jackson,216.37,811.0,Billboard,0811\salami_chords.txt,let's_get_serious,484
485,rick_james,201.85,812.0,Billboard,0812\salami_chords.txt,super_freak_part_one,485
486,leslie_gore,169.5,813.0,Billboard,0813\salami_chords.txt,california_nights,486
487,marty_robbins,236.93,814.0,Billboard,0814\salami_chords.txt,big_iron,487
488,david_bowie,192.25,818.0,Billboard,0818\salami_chords.txt,blue_jean,488
489,marvin_gaye,151.29,819.0,Billboard,0819\salami_chords.txt,mercy_mercy_me_(the_ecology),489
490,cher,246.31,821.0,Billboard,0821\salami_chords.txt,just_like_jesse_james,490
491,lavern_baker,156.24,822.0,Billboard,0822\salami_chords.txt,i_cried_a_tear,491
492,bill_withers,247.3,823.0,Billboard,0823\salami_chords.txt,lovely_day,492
493,paul_simon,195.03,824.0,Billboard,0824\salami_chords.txt,50_ways_to_leave_your_lover,493
494,biz_markie,241.37,827.0,Billboard,0827\salami_chords.txt,just_a_friend,494
495,the_amboy_dukes,214.54,828.0,Billboard,0828\salami_chords.txt,journey_to_the_center_of_the_mind,495
496,bob_seger_and_the_silver_bullet_band,243.89,830.0,Billboard,0830\salami_chords.txt,trying_to_live_my_life_without_you,496
497,dr._hook,212.94,831.0,Billboard,0831\salami_chords.txt,sexy_eyes,497
498,oliver,219.27,834.0,Billboard,0834\salami_chords.txt,good_morning_starshine,498
499,anita_baker,266.34,837.0,Billboard,0837\salami_chords.txt,sweet_love,499
500,the_beach_boys,128.91,838.0,Billboard,0838\salami_chords.txt,surfin'_safari,500
501,steppenwolf,209.5,841.0,Billboard,0841\salami_chords.txt,born_to_be_wild,501
502,elton_john,194.74,842.0,Billboard,0842\salami_chords.txt,goodbye_yellow_brick_road,502
503,cher,240.95,843.0,Billboard,0843\salami_chords.txt,if_i_could_turn_back_time,503
504,talking_heads,241.14,844.0,Billboard,0844\salami_chords.txt,burning_down_the_house,504
505,george_harrison,234.68,845.0,Billboard,0845\salami_chords.txt,i_got_my_mind_set_on_you,505
506,bread,156.71,847.0,Billboard,0847\salami_chords.txt,sweet_surrender,506
507,the_castaways,114.86,848.0,Billboard,0848\salami_chords.txt,"liar,_liar",507
508,creedence_clearwater_revival,132.65,852.0,Billboard,0852\salami_chords.txt,bad_moon_rising,508
509,the_beatles,175.83,853.0,Billboard,0853\salami_chords.txt,i_saw_her_standing_there,509
510,hi-five,237.84,856.0,Billboard,0856\salami_chords.txt,i_like_the_way_(the_kissing_game),510
511,james_brown,319.15,857.0,Billboard,0857\salami_chords.txt,get_up_(i_feel_like_being_like_a)_sex_machine_(part_1),511
512,nitty_gritty_dirt_band,235.05,859.0,Billboard,0859\salami_chords.txt,make_a_little_magic,512
513,judas_priest,310.75,861.0,Billboard,0861\salami_chords.txt,you've_got_another_thing_comin',513
514,oak_ridge_boys,161.16,864.0,Billboard,0864\salami_chords.txt,elvira,514
515,rick_springfield,181.37,865.0,Billboard,0865\salami_chords.txt,don't_talk_to_strangers,515
516,freddy_fender,214.86,872.0,Billboard,0872\salami_chords.txt,secret_love,516
517,elvis_presley,232.21,875.0,Billboard,0875\salami_chords.txt,she_thinks_i_still_care,517
518,run-d.m.c.,312.03,879.0,Billboard,0879\salami_chords.txt,walk_this_way,518
519,metallica,444.5,884.0,Billboard,0884\salami_chords.txt,one,519
520,wang_chung,240.3,886.0,Billboard,0886\salami_chords.txt,dance_hall_days,520
521,de_la_soul,221.44,887.0,Billboard,0887\salami_chords.txt,me_myself_and_i,521
522,steve_winwood,415.39,889.0,Billboard,0889\salami_chords.txt,don_t_you_know_what_the_night_can_do,522
523,ray_charles,183.85,890.0,Billboard,0890\salami_chords.txt,let's_go_get_stoned,523
524,the_who,132.1,891.0,Billboard,0891\salami_chords.txt,happy_jack,524
525,edwin_starr,208.74,893.0,Billboard,0893\salami_chords.txt,war,525
526,abba,222.35,894.0,Billboard,0894\salami_chords.txt,on_and_on_and_on,526
527,todd_rundgren,179.13,895.0,Billboard,0895\salami_chords.txt,a_dream_goes_on_forever,527
528,eric_clapton,250.12,898.0,Billboard,0898\salami_chords.txt,i_can't_stand_it,528
529,the_temptations,173.61,900.0,Billboard,0900\salami_chords.txt,i_wish_it_would_rain,529
530,james_taylor,203.45,901.0,Billboard,0901\salami_chords.txt,country_road,530
531,abba,173.87,902.0,Billboard,0902\salami_chords.txt,honey_honey,531
532,the_kinks,157.31,904.0,Billboard,0904\salami_chords.txt,till_the_end_of_the_day,532
533,"crosby,_stills_and_nash",174.34,905.0,Billboard,0905\salami_chords.txt,teach_your_children,533
534,milli_vanilli,253.0,913.0,Billboard,0913\salami_chords.txt,girl_you_know_it_s_true,534
535,dr._hook,196.34,914.0,Billboard,0914\salami_chords.txt,if_not_you,535
536,bobby_womack,189.57,915.0,Billboard,0915\salami_chords.txt,sweet_caroline_(good_times_never_seemed_so_good),536
537,anne_murray,164.31,917.0,Billboard,0917\salami_chords.txt,a_love_song,537
538,billy_idol,218.1,920.0,Billboard,0920\salami_chords.txt,hot_in_the_city,538
539,the_ritchie_family,193.65,925.0,Billboard,0925\salami_chords.txt,the_best_disco_in_town,539
540,the_ventures,125.52,926.0,Billboard,0926\salami_chords.txt,perfidia,540
541,little_anthony_and_the_imperials,159.8,927.0,Billboard,0927\salami_chords.txt,"out_of_sight,_out_of_mind",541
542,tommy_james,174.82,928.0,Billboard,0928\salami_chords.txt,mony_mony,542
543,rock_and_hyde,257.54,929.0,Billboard,0929\salami_chords.txt,dirty_water,543
544,cornelius_brothers_and_sister_rose,166.19,932.0,Billboard,0932\salami_chords.txt,treat_her_like_a_lady,544
545,ray_charles,180.32,933.0,Billboard,0933\salami_chords.txt,eleanor_rigby,545
546,the_box_tops,155.31,935.0,Billboard,0935\salami_chords.txt,cry_like_a_baby,546
547,bob_seger,355.0,941.0,Billboard,0941\salami_chords.txt,like_a_rock,547
548,wilson_pickett,145.58,943.0,Billboard,0943\salami_chords.txt,i_found_a_true_love,548
549,dolly_parton,238.24,944.0,Billboard,0944\salami_chords.txt,starting_over_again,549
550,the_doors,430.68,945.0,Billboard,0945\salami_chords.txt,riders_on_the_storm,550
551,the_miracles,168.49,946.0,Billboard,0946\salami_chords.txt,i_second_that_emotion,551
552,simon_and_garfunkel,199.34,947.0,Billboard,0947\salami_chords.txt,fakin_it,552
553,chubby_checker,156.3,948.0,Billboard,0948\salami_chords.txt,the_twist,553
554,sonny_and_cher,159.63,950.0,Billboard,0950\salami_chords.txt,all_i_ever_need_is_you,554
555,boston,251.51,952.0,Billboard,0952\salami_chords.txt,feelin'_satisfied,555
556,the_allan_parsons_project,239.23,956.0,Billboard,0956\salami_chords.txt,eye_in_the_sky,556
557,the_rolling_stones,288.58,958.0,Billboard,0958\salami_chords.txt,miss_you,557
558,abba,241.88,961.0,Billboard,0961\salami_chords.txt,take_a_chance_on_me,558
559,billy_squier,208.22,963.0,Billboard,0963\salami_chords.txt,the_stroke,559
560,the_sopwith_camel,145.14,964.0,Billboard,0964\salami_chords.txt,hello_hello,560
561,arthur_conley,143.08,965.0,Billboard,0965\salami_chords.txt,sweet_soul_music,561
562,george_benson,341.76,967.0,Billboard,0967\salami_chords.txt,breezin',562
563,brenda_lee,124.73,968.0,Billboard,0968\salami_chords.txt,coming_on_strong,563
564,billy_joel,179.09,969.0,Billboard,0969\salami_chords.txt,don't_ask_me_why,564
565,david_bowie,288.64,970.0,Billboard,0970\salami_chords.txt,modern_love,565
566,pat_benatar,247.88,973.0,Billboard,0973\salami_chords.txt,little_too_late,566
567,the_beach_boys,217.61,974.0,Billboard,0974\salami_chords.txt,kokomo_(from_the_cocktail_soundtrack),567
568,isaac_hayes,673.8,978.0,Billboard,0978\salami_chords.txt,the_look_of_love,568
569,culture_club,254.62,979.0,Billboard,0979\salami_chords.txt,karma_chameleon,569
570,bananarama,222.3,981.0,Billboard,0981\salami_chords.txt,venus,570
571,natalie_cole,193.38,982.0,Billboard,0982\salami_chords.txt,unforgettable,571
572,barbara_lewis,161.38,984.0,Billboard,0984\salami_chords.txt,hello_stranger,572
573,the_jacksons,157.78,985.0,Billboard,0985\salami_chords.txt,dancing_machine,573
574,leo_sayer,174.34,986.0,Billboard,0986\salami_chords.txt,you_make_me_feel_like_dancing,574
575,the_yardbirds,145.24,990.0,Billboard,0990\salami_chords.txt,shapes_of_things,575
576,elton_john,217.73,991.0,Billboard,0991\salami_chords.txt,the_bitch_is_back,576
577,the_commodores,265.27,992.0,Billboard,0992\salami_chords.txt,nightshift,577
578,elvis_presley,179.85,993.0,Billboard,0993\salami_chords.txt,there_goes_my_everything,578
579,laura_branigan,233.72,995.0,Billboard,0995\salami_chords.txt,gloria,579
580,j._geils_band,239.83,1002.0,Billboard,1002\salami_chords.txt,freeze-frame,580
581,player,217.52,1003.0,Billboard,1003\salami_chords.txt,baby_come_back,581
582,roy_drusky,164.05,1006.0,Billboard,1006\salami_chords.txt,three_hearts_in_a_tangle,582
583,dr._hook,181.48,1009.0,Billboard,1009\salami_chords.txt,the_millionaire,583
584,cyndi_lauper,252.81,1011.0,Billboard,1011\salami_chords.txt,i_drove_all_night,584
585,sting,295.52,1012.0,Billboard,1012\salami_chords.txt,all_this_time,585
586,debarge,247.8,1013.0,Billboard,1013\salami_chords.txt,time_will_reveal,586
587,wild_cherry,198.64,1014.0,Billboard,1014\salami_chords.txt,play_that_funky_music,587
588,wilson_pickett,159.09,1018.0,Billboard,1018\salami_chords.txt,in_the_midnight_hour,588
589,prince_and_sheena_easton,267.96,1019.0,Billboard,1019\salami_chords.txt,the_arms_of_orion,589
590,the_dramatics,211.2,1020.0,Billboard,1020\salami_chords.txt,hey_you!_get_off_my_mountain,590
591,wilson_pickett,160.21,1021.0,Billboard,1021\salami_chords.txt,soul_dance_number_3,591
592,jimmy_reed,170.5,1024.0,Billboard,1024\salami_chords.txt,baby_what_you_want_me_to_do,592
593,greg_kihn,266.71,1027.0,Billboard,1027\salami_chords.txt,lucky,593
594,tina_turner,255.5,1031.0,Billboard,1031\salami_chords.txt,we_don_t_need_another_hero_(thunderdome),594
595,james_brown,286.38,1032.0,Billboard,1032\salami_chords.txt,down_and_out_in_new_york_city,595
596,the_byrds,207.96,1033.0,Billboard,1033\salami_chords.txt,goin'_back,596
597,the_greatful_dead,199.13,1034.0,Billboard,1034\salami_chords.txt,sugar_magnolia,597
598,gene_pitney,172.12,1037.0,Billboard,1037\salami_chords.txt,town_without,598
599,milli_vanilli,237.87,1039.0,Billboard,1039\salami_chords.txt,girl_i_m_gonna_miss_you,599
600,eric_clapton,230.84,1040.0,Billboard,1040\salami_chords.txt,lay_down_sally,600
601,johnny_tillotson,169.61,1041.0,Billboard,1041\salami_chords.txt,it_keeps_right_on_a-hurtin',601
602,aretha_franklin,221.66,1042.0,Billboard,1042\salami_chords.txt,oh_me_oh_my_(i'm_a_fool_for_you_baby),602
603,duran_duran,250.41,1043.0,Billboard,1043\salami_chords.txt,is_there_something_i_should_know,603
604,jimmy_ruffin,169.2,1044.0,Billboard,1044\salami_chords.txt,i've_passed_this_way_before,604
605,jefferson_starship,197.88,1045.0,Billboard,1045\salami_chords.txt,count_on_me,605
606,eddie_holland,145.24,1046.0,Billboard,1046\salami_chords.txt,jamie,606
607,b.j._thomas,191.19,1048.0,Billboard,1048\salami_chords.txt,hooked_on_a_feeling,607
608,billy_squier,211.17,1051.0,Billboard,1051\salami_chords.txt,my_kinda_lover,608
609,pink_floyd,239.96,1052.0,Billboard,1052\salami_chords.txt,another_brick_in_the_wall_(part_ii),609
610,pat_benatar,207.28,1053.0,Billboard,1053\salami_chords.txt,heartbreaker,610
611,marty_robbins,200.23,1054.0,Billboard,1054\salami_chords.txt,i_walk_alone,611
612,elvis_presley,155.49,1055.0,Billboard,1055\salami_chords.txt,my_wish_came_true,612
