,artist,duration,number,orig_ds,orig_fname,title,id,href,status,t_eps
282,chicago,211,445.0,Billboard,0445\salami_chords.txt,old_days,282,nan,nan,
283,pointer_sisters,242,448.0,Billboard,0448\salami_chords.txt,jump_for_my_love,283,nan,nan,
284,crosby_stills_and_nash,274,451.0,Billboard,0451\salami_chords.txt,got_it_made,284,nan,nan,
285,billy_squier,273,452.0,Billboard,0452\salami_chords.txt,dont_say_you_love_me,285,nan,nan,
286,jimmy_smith,357,455.0,Billboard,0455\salami_chords.txt,walk_on__wild_side_part_1,286,nan,nan,
287,paul_mccartney,346,456.0,Billboard,0456\salami_chords.txt,with__little_luck,287,nan,nan,
288,rolling_stones,186,457.0,Billboard,0457\salami_chords.txt,not_fade_away,288,nan,nan,
289,drifters,180,461.0,Billboard,0461\salami_chords.txt,on_broadway,289,nan,nan,
290,john_denver,231,463.0,Billboard,0463\salami_chords.txt,seasons_of__heart,290,nan,nan,
291,billy_idol,278,464.0,Billboard,0464\salami_chords.txt,flesh_for_fantasy,291,nan,nan,
292,sammy_hagar,339,465.0,Billboard,0465\salami_chords.txt,give_to_live,292,nan,nan,
293,music_explosion,143,467.0,Billboard,0467\salami_chords.txt,little_bit_o_soul,293,nan,nan,
294,temptations,154,468.0,Billboard,0468\salami_chords.txt,aint_too_proud_to_beg,294,nan,nan,
295,corey_hart,235,469.0,Billboard,0469\salami_chords.txt,in_your_soul,295,nan,nan,
296,kenny_rogers,260,472.0,Billboard,0472\salami_chords.txt,sweet_music_man,296,nan,nan,
297,beatles,260,473.0,Billboard,0473\salami_chords.txt,come_together,297,nan,nan,
298,cowsills,181,474.0,Billboard,0474\salami_chords.txt,silver_threads_and_golden_needles,298,nan,nan,
299,color_me_badd,291,476.0,Billboard,0476\salami_chords.txt,i_adore_mi_amor,299,nan,nan,
300,hollies,175,477.0,Billboard,0477\salami_chords.txt,carrie-anne,300,nan,nan,
301,j_geils_band,264,478.0,Billboard,0478\salami_chords.txt,one_last_kiss,301,nan,nan,
302,beach_boys,139,479.0,Billboard,0479\salami_chords.txt,wendy,302,nan,nan,
303,rick_james,234,480.0,Billboard,0480\salami_chords.txt,give_it_to_me_baby,303,nan,nan,
304,miracles,239,481.0,Billboard,0481\salami_chords.txt,"baby,_baby_dont_cry",304,nan,nan,
305,"evelyn_""champagne""_king",304,482.0,Billboard,0482\salami_chords.txt,im_in_love,305,nan,nan,
306,dr_john,335,483.0,Billboard,0483\salami_chords.txt,right_place_wrong_time,306,nan,nan,
307,brenda_lee,151,484.0,Billboard,0484\salami_chords.txt,heart_in_hand,307,nan,nan,
308,hall_and_oates,147,485.0,Billboard,0485\salami_chords.txt,rich_girl,308,nan,nan,
309,james_brown,279,490.0,Billboard,0490\salami_chords.txt,my_thang,309,nan,nan,
310,police,243,492.0,Billboard,0492\salami_chords.txt,dont_stand_so_close_to_me,310,nan,nan,
311,kenny_rogers,209,494.0,Billboard,0494\salami_chords.txt,i_dont_need_you,311,nan,nan,
312,staple_singers,224,497.0,Billboard,0497\salami_chords.txt,city_in__sky,312,nan,nan,
313,johnny_horton,153,500.0,Billboard,0500\salami_chords.txt,battle_of_new_orleans,313,nan,nan,
314,donna_summer,200,501.0,Billboard,0501\salami_chords.txt,last_dance,314,nan,nan,
315,otis_redding,196,502.0,Billboard,0502\salami_chords.txt,ive_been_loving_you_too_long_to_stop_now,315,nan,nan,
316,engelbert_humperdinck,236,506.0,Billboard,0506\salami_chords.txt,after__lovin,316,nan,nan,
317,commodores,228,507.0,Billboard,0507\salami_chords.txt,still,317,nan,nan,
318,bb_king,163,510.0,Billboard,0510\salami_chords.txt,how_blue_can_you_get,318,nan,nan,
319,bertha_tillman,142,511.0,Billboard,0511\salami_chords.txt,oh_my_angel,319,nan,nan,
320,rolling_stones,203,512.0,Billboard,0512\salami_chords.txt,going_to__go-go,320,nan,nan,
321,etta_james,178,515.0,Billboard,0515\salami_chords.txt,fool_that_i_am,321,nan,nan,
322,nat_king_cole,145,516.0,Billboard,0516\salami_chords.txt,those_lazy-hazy-crazy_days_of_summer,322,nan,nan,
323,george_harrison,227,517.0,Billboard,0517\salami_chords.txt,years_ago,323,nan,nan,
324,"crosby,_stills_and_nash",449,518.0,Billboard,0518\salami_chords.txt,suite,324,nan,nan,
325,tina_turner,434,524.0,Billboard,0524\salami_chords.txt,private_dancer,325,nan,nan,
326,led_zeppelin,335,525.0,Billboard,0525\salami_chords.txt,trampled_under_foot,326,nan,nan,
327,pet_shop_boys,259,526.0,Billboard,0526\salami_chords.txt,love_comes_quickly,327,nan,nan,
328,tommy_james,245,528.0,Billboard,0528\salami_chords.txt,crystal_blue_persuasion,328,nan,nan,
329,tracie_spencer,307,530.0,Billboard,0530\salami_chords.txt,this_house,329,nan,nan,
330,kate_bush,301,531.0,Billboard,0531\salami_chords.txt,running_up_that_hill,330,nan,nan,
331,james_brown,179,533.0,Billboard,0533\salami_chords.txt,baby_youre_right,331,nan,nan,
332,cheap_trick,238,539.0,Billboard,0539\salami_chords.txt,stop_this_game,332,nan,nan,
333,billy_preston,222,540.0,Billboard,0540\salami_chords.txt,with_you_im_born_again,333,nan,nan,
334,wham!,234,542.0,Billboard,0542\salami_chords.txt,wake_me_up_before_you_go-go,334,nan,nan,
335,elvis_presley,192,543.0,Billboard,0543\salami_chords.txt,if_i_can_dream,335,nan,nan,
336,jackson_browne,241,545.0,Billboard,0545\salami_chords.txt,redneck_friend,336,nan,nan,
337,trammps,217,546.0,Billboard,0546\salami_chords.txt,disco_inferno,337,nan,nan,
338,michael_johnson,234,547.0,Billboard,0547\salami_chords.txt,almost_by_being_in_love,338,nan,nan,
339,swingin_medallions,138,549.0,Billboard,0549\salami_chords.txt,double_shot_of_my_babys_love,339,nan,nan,
340,peaches_and_herb,333,550.0,Billboard,0550\salami_chords.txt,shake_your_groove_thing,340,nan,nan,
341,michael_sembello,253,553.0,Billboard,0553\salami_chords.txt,maniac,341,nan,nan,
342,moments,139,554.0,Billboard,0554\salami_chords.txt,walk_right_in,342,nan,nan,
343,cheap_trick,256,555.0,Billboard,0555\salami_chords.txt,surrender,343,nan,nan,
344,dolly_parton,158,559.0,Billboard,0559\salami_chords.txt,baby_im_burnin,344,nan,nan,
345,simon_and_garfunkel,177,560.0,Billboard,0560\salami_chords.txt,cecilia,345,nan,nan,
346,jackson_browne,201,561.0,Billboard,0561\salami_chords.txt,boulevard,346,nan,nan,
347,elvis_presley,132,565.0,Billboard,0565\salami_chords.txt,judy,347,nan,nan,
348,roxette,238,567.0,Billboard,0567\salami_chords.txt,look,348,nan,nan,
349,roxy,227,568.0,Billboard,0568\salami_chords.txt,dance_away,349,nan,nan,
350,dave_dudley,144,570.0,Billboard,0570\salami_chords.txt,six_days_on__road,350,nan,nan,
351,gary_us_bonds,151,571.0,Billboard,0571\salami_chords.txt,quarter_to_three,351,nan,nan,
352,baltimora,232,572.0,Billboard,0572\salami_chords.txt,"tarzan_boy_from_""teenage_mutant_ninja_turtles_iii""",352,nan,nan,
353,al_green,167,573.0,Billboard,0573\salami_chords.txt,"oh_me,_oh_my_dreams_in_my_arms",353,nan,nan,
354,canned_heat,170,577.0,Billboard,0577\salami_chords.txt,lets_work_together,354,nan,nan,
355,anita_baker,261,578.0,Billboard,0578\salami_chords.txt,giving_you__best_that_i_got,355,nan,nan,
356,yardbirds,149,579.0,Billboard,0579\salami_chords.txt,heart_full_of_soul,356,nan,nan,
357,falcons,179,580.0,Billboard,0580\salami_chords.txt,i_found__love,357,nan,nan,
358,miracles,192,582.0,Billboard,0582\salami_chords.txt,i_dont_blame_you_at_all,358,nan,nan,
359,ben_e_king,185,583.0,Billboard,0583\salami_chords.txt,amor,359,nan,nan,
360,clarence_carter,138,585.0,Billboard,0585\salami_chords.txt,too_weak_to_fight,360,nan,nan,
361,righteous_brothers,218,587.0,Billboard,0587\salami_chords.txt,unchained_melody,361,nan,nan,
362,queen,183,588.0,Billboard,0588\salami_chords.txt,we_are__champions,362,nan,nan,
363,"crosby,_stills_and_nash",281,589.0,Billboard,0589\salami_chords.txt,southern_cross,363,nan,nan,
364,chico_debarge,233,590.0,Billboard,0590\salami_chords.txt,talk_to_me,364,nan,nan,
365,eagles,222,591.0,Billboard,0591\salami_chords.txt,long_run,365,nan,nan,
366,duran_duran,267,592.0,Billboard,0592\salami_chords.txt,all_she_wants_is,366,nan,nan,
367,yaz,347,594.0,Billboard,0594\salami_chords.txt,situation,367,nan,nan,
368,irma_thomas,134,598.0,Billboard,0598\salami_chords.txt,wish_someone_would_care,368,nan,nan,
369,alice_cooper,275,599.0,Billboard,0599\salami_chords.txt,hey_stoopid,369,nan,nan,
370,billy_swan,178,601.0,Billboard,0601\salami_chords.txt,i_can_help,370,nan,nan,
371,bb_king,244,605.0,Billboard,0605\salami_chords.txt,thrill_is_gone,371,nan,nan,
372,tom_d_hall,126,606.0,Billboard,0606\salami_chords.txt,i_love,372,nan,nan,
373,carl_carlton,155,607.0,Billboard,0607\salami_chords.txt,everlasting_love,373,nan,nan,
374,quarterflash,218,608.0,Billboard,0608\salami_chords.txt,harden_my_heart,374,nan,nan,
375,kiss,247,610.0,Billboard,0610\salami_chords.txt,rocket_ride,375,nan,nan,
376,sly_and__family_stone,324,614.0,Billboard,0614\salami_chords.txt,i_want_to_take_you_higher,376,nan,nan,
377,nick_gilder,189,615.0,Billboard,0615\salami_chords.txt,hot_child_in__city,377,nan,nan,
378,mrs_robinson,245,616.0,Billboard,0616\salami_chords.txt,simon_and_garfunkel,378,nan,nan,
379,elvis_presley,129,617.0,Billboard,0617\salami_chords.txt,his_latest_flame,379,nan,nan,
380,dean_martin,162,618.0,Billboard,0618\salami_chords.txt,everybody_loves_somebody,380,nan,nan,
381,marvin_gaye_and_tammy_terrell,146,619.0,Billboard,0619\salami_chords.txt,if_i_could_build_my_whole_world_around_you,381,nan,nan,
382,rod_stewart,199,620.0,Billboard,0620\salami_chords.txt,twisting__night_away,382,nan,nan,
383,ray_parker_jr,247,621.0,Billboard,0621\salami_chords.txt,ghostbusters_theme,383,nan,nan,
384,glen_campbell,147,623.0,Billboard,0623\salami_chords.txt,its_only_make_believe,384,nan,nan,
385,stevie_wonder,228,625.0,Billboard,0625\salami_chords.txt,higher_ground,385,nan,nan,
386,bonnie_raitt,233,627.0,Billboard,0627\salami_chords.txt,nick_of_time,386,nan,nan,
387,michael_jackson,258,629.0,Billboard,0629\salami_chords.txt,beat_it,387,nan,nan,
388,stevie_wonder,180,631.0,Billboard,0631\salami_chords.txt,if_you_really_love_me,388,nan,nan,
389,daryl_hall_and_john_oates,274,633.0,Billboard,0633\salami_chords.txt,maneater,389,nan,nan,
390,beastie_boys,159,634.0,Billboard,0634\salami_chords.txt,brass_monkey,390,nan,nan,
391,jan_and_dean,167,635.0,Billboard,0635\salami_chords.txt,little_old_lady_from_pasadena,391,nan,nan,
392,michael_jackson,246,637.0,Billboard,0637\salami_chords.txt,human_nature,392,nan,nan,
393,johnny_tillotson,157,638.0,Billboard,0638\salami_chords.txt,out_of_my_mind,393,nan,nan,
394,james_brown,166,640.0,Billboard,0640\salami_chords.txt,think,394,nan,nan,
395,music_machine,172,643.0,Billboard,0643\salami_chords.txt,people_in_me,395,nan,nan,
396,otis_redding,165,645.0,Billboard,0645\salami_chords.txt,sittin_on__dock_of__bay,396,nan,nan,
397,anita_baker,318,647.0,Billboard,0647\salami_chords.txt,caught_up_in__rapture,397,nan,nan,
398,pet_shop_boys,260,648.0,Billboard,0648\salami_chords.txt,what_have_i_done_to_deserve_this?,398,nan,nan,
399,supremes,182,649.0,Billboard,0649\salami_chords.txt,stoned_love,399,nan,nan,
400,louis_armstrong,148,650.0,Billboard,0650\salami_chords.txt,hello_dolly,400,nan,nan,
401,weather_girls,209,651.0,Billboard,0651\salami_chords.txt,its_raining_men,401,nan,nan,
402,soft_cell,161,654.0,Billboard,0654\salami_chords.txt,tainted_love,402,nan,nan,
403,eric_carmen,321,655.0,Billboard,0655\salami_chords.txt,sunrise,403,nan,nan,
404,dr_hook,196,656.0,Billboard,0656\salami_chords.txt,years_from_now,404,nan,nan,
405,elvis_presley,128,658.0,Billboard,0658\salami_chords.txt,ask_me,405,nan,nan,
406,j_geils_band,228,662.0,Billboard,0662\salami_chords.txt,looking_for__love,406,nan,nan,
407,pointer_sisters,220,663.0,Billboard,0663\salami_chords.txt,hes_so_shy,407,nan,nan,
408,joni_mitchell,168,668.0,Billboard,0668\salami_chords.txt,big_yellow_taxi,408,nan,nan,
409,queensryche,348,670.0,Billboard,0670\salami_chords.txt,silent_lucidity,409,nan,nan,
410,kendalls,145,671.0,Billboard,0671\salami_chords.txt,heavens_just__sin_away,410,nan,nan,
411,jackie_wilson,231,672.0,Billboard,0672\salami_chords.txt,baby_workout,411,nan,nan,
412,fireballs,124,674.0,Billboard,0674\salami_chords.txt,sugar_shack,412,nan,nan,
413,joe_cocker,193,675.0,Billboard,0675\salami_chords.txt,with__little_help_from_my_friends,413,nan,nan,
414,wilson_pickett,145,677.0,Billboard,0677\salami_chords.txt,dont_knock_my_love_-_pt_1,414,nan,nan,
415,otis_redding,161,678.0,Billboard,0678\salami_chords.txt,chained_and_bound,415,nan,nan,
416,u2,296,681.0,Billboard,0681\salami_chords.txt,with_or_without_you,416,nan,nan,
417,stevie_wonder,314,683.0,Billboard,0683\salami_chords.txt,that_girl,417,nan,nan,
418,inxs,190,687.0,Billboard,0687\salami_chords.txt,need_you_tonight,418,nan,nan,
419,canned_heat,303,688.0,Billboard,0688\salami_chords.txt,on__road_again,419,nan,nan,
420,jan_and_dean,165,689.0,Billboard,0689\salami_chords.txt,"anaheim,_azusa_and_cucamonga_sewing_circle,_book_review_and_timing_association",420,nan,nan,
421,juice_newton,210,690.0,Billboard,0690\salami_chords.txt,queen_of_hearts,421,nan,nan,
422,neville_brothers,267,691.0,Billboard,0691\salami_chords.txt,tell_it_like_it_is,422,nan,nan,
423,rita_coolidge,210,692.0,Billboard,0692\salami_chords.txt,fever,423,nan,nan,
424,brenda_lee,172,696.0,Billboard,0696\salami_chords.txt,too_many_rivers,424,nan,nan,
425,jeff_beck,296,698.0,Billboard,0698\salami_chords.txt,people_get_ready,425,nan,nan,
426,bachman-turner_overdrive,234,699.0,Billboard,0699\salami_chords.txt,heartaches,426,nan,nan,
427,chicago,200,700.0,Billboard,0700\salami_chords.txt,does_anybody_really_know_what_time_it_is,427,nan,nan,
428,billy_idol,253,701.0,Billboard,0701\salami_chords.txt,white_wedding,428,nan,nan,
429,gladys_knight_and__pips,195,705.0,Billboard,0705\salami_chords.txt,baby_dont_change_your_mind,429,nan,nan,
430,jethro_tull,203,706.0,Billboard,0706\salami_chords.txt,living_in__past,430,nan,nan,
431,rod_bernard,165,707.0,Billboard,0707\salami_chords.txt,this_should_go_on_forever,431,nan,nan,
432,daryl_hall_and_john_oates,186,708.0,Billboard,0708\salami_chords.txt,sara_smile,432,nan,nan,
433,john_denver,243,711.0,Billboard,0711\salami_chords.txt,some_days_are_diamonds_some_days_are_stone,433,nan,nan,
434,jerry_reed,155,713.0,Billboard,0713\salami_chords.txt,ko-ko_joe,434,nan,nan,
435,commodores,241,716.0,Billboard,0716\salami_chords.txt,lady_you_bring_me_up,435,nan,nan,
436,john_denver,286,720.0,Billboard,0720\salami_chords.txt,rocky_mountain_high,436,nan,nan,
437,dinah_washington,136,722.0,Billboard,0722\salami_chords.txt,where_are_you,437,nan,nan,
438,badfinger,169,723.0,Billboard,0723\salami_chords.txt,maybe_tomorrow,438,nan,nan,
439,etta_james,159,726.0,Billboard,0726\salami_chords.txt,would_it_make_any_difference_to_you,439,nan,nan,
440,beatles,164,727.0,Billboard,0727\salami_chords.txt,eight_days__week,440,nan,nan,
441,neil_sedaka,139,728.0,Billboard,0728\salami_chords.txt,breaking_up_is_hard_to_do,441,nan,nan,
442,psychedelic_furs,280,729.0,Billboard,0729\salami_chords.txt,pretty_in_pink,442,nan,nan,
443,kenny_rogers,223,731.0,Billboard,0731\salami_chords.txt,lucille,443,nan,nan,
444,dean_martin,143,734.0,Billboard,0734\salami_chords.txt,i_will,444,nan,nan,
445,earth_wind_and_fire,226,735.0,Billboard,0735\salami_chords.txt,getaway,445,nan,nan,
446,stevie_wonder,629,736.0,Billboard,0736\salami_chords.txt,do_i_do,446,nan,nan,
447,cliff_richard,159,740.0,Billboard,0740\salami_chords.txt,living_doll,447,nan,nan,
448,pat_benatar,251,741.0,Billboard,0741\salami_chords.txt,love_is__battlefield,448,nan,nan,
449,blondie,208,743.0,Billboard,0743\salami_chords.txt,one_way_or_another,449,nan,nan,
450,louis_prima_and_keely_smith,177,746.0,Billboard,0746\salami_chords.txt,that_old_black_magic,450,nan,nan,
451,tracy_chapman,194,747.0,Billboard,0747\salami_chords.txt,baby_can_i_hold_you,451,nan,nan,
452,ray_charles,179,748.0,Billboard,0748\salami_chords.txt,crying_time,452,nan,nan,
453,led_zepplin,263,749.0,Billboard,0749\salami_chords.txt,dyer_maker,453,nan,nan,
454,elton_john,322,752.0,Billboard,0752\salami_chords.txt,levon,454,nan,nan,
455,jimmy_buffett,189,758.0,Billboard,0758\salami_chords.txt,come_monday,455,nan,nan,
456,dr_hook,184,761.0,Billboard,0761\salami_chords.txt,walk_right_in,456,nan,nan,
457,grand_funk_railroad,245,762.0,Billboard,0762\salami_chords.txt,walk_like__man,457,nan,nan,
458,paper_lace,217,767.0,Billboard,0767\salami_chords.txt,night_chicago_died,458,nan,nan,
459,cowsills,212,770.0,Billboard,0770\salami_chords.txt,hair,459,nan,nan,
460,paul_mccartney,283,772.0,Billboard,0772\salami_chords.txt,press,460,nan,nan,
461,fats_domino,142,773.0,Billboard,0773\salami_chords.txt,i_want_to_walk_you_home,461,nan,nan,
462,marc_cohn,256,775.0,Billboard,0775\salami_chords.txt,walking_in_memphis,462,nan,nan,
463,fontella_bass,173,777.0,Billboard,0777\salami_chords.txt,rescue_me,463,nan,nan,
464,charlie_rich,166,779.0,Billboard,0779\salami_chords.txt,very_special_love_song,464,nan,nan,
465,righteous_brothers,189,785.0,Billboard,0785\salami_chords.txt,soul_and_inspiration,465,nan,nan,
466,johnny_cash,137,787.0,Billboard,0787\salami_chords.txt,ways_of__woman_in_love,466,nan,nan,
467,floyd_cramer,150,788.0,Billboard,0788\salami_chords.txt,last_date,467,nan,nan,
468,bruce_channel,143,789.0,Billboard,0789\salami_chords.txt,hey_baby,468,nan,nan,
469,brenda_lee,154,790.0,Billboard,0790\salami_chords.txt,everybody_loves_me_but_you,469,nan,nan,
470,eric_carmen,248,791.0,Billboard,0791\salami_chords.txt,hungry_eyes,470,nan,nan,
471,chuck_berry,141,792.0,Billboard,0792\salami_chords.txt,almost_grown,471,nan,nan,
472,elvis_presley,274,793.0,Billboard,0793\salami_chords.txt,my_way,472,nan,nan,
473,billy_idol,222,794.0,Billboard,0794\salami_chords.txt,catch_my_fall,473,nan,nan,
474,barry_white,204,796.0,Billboard,0796\salami_chords.txt,"youre__first,__last,_my_everything",474,nan,nan,
475,teddy_pendergrass,244,797.0,Billboard,0797\salami_chords.txt,i_dont_love_you_anymore,475,nan,nan,
476,allman_brothers,227,798.0,Billboard,0798\salami_chords.txt,straight_from__heart,476,nan,nan,
477,waylon_jennings,129,802.0,Billboard,0802\salami_chords.txt,theme_from__dukes_of_hazzard,477,nan,nan,
478,cyndi_lauper,228,803.0,Billboard,0803\salami_chords.txt,true_colors,478,nan,nan,
479,"earth,_wind_and_fire",148,804.0,Billboard,0804\salami_chords.txt,september,479,nan,nan,
480,rita_coolidge,220,806.0,Billboard,0806\salami_chords.txt,were_all_alone,480,nan,nan,
481,meat_loaf,290,807.0,Billboard,0807\salami_chords.txt,you_took__words_right_out_of_my_mouth,481,nan,nan,
482,everly_brothers,156,809.0,Billboard,0809\salami_chords.txt,on__wings_of__nightingale,482,nan,nan,
483,poison,229,810.0,Billboard,0810\salami_chords.txt,unskinny_bop,483,nan,nan,
484,jermaine_jackson,216,811.0,Billboard,0811\salami_chords.txt,lets_get_serious,484,nan,nan,
485,rick_james,202,812.0,Billboard,0812\salami_chords.txt,super_freak_part_one,485,nan,nan,
486,leslie_gore,170,813.0,Billboard,0813\salami_chords.txt,california_nights,486,nan,nan,
487,marty_robbins,237,814.0,Billboard,0814\salami_chords.txt,big_iron,487,nan,nan,
488,david_bowie,192,818.0,Billboard,0818\salami_chords.txt,blue_jean,488,nan,nan,
489,marvin_gaye,151,819.0,Billboard,0819\salami_chords.txt,mercy_mercy_me__ecology,489,nan,nan,
490,cher,246,821.0,Billboard,0821\salami_chords.txt,just_like_jesse_james,490,nan,nan,
491,lavern_baker,156,822.0,Billboard,0822\salami_chords.txt,i_cried__tear,491,nan,nan,
492,bill_withers,247,823.0,Billboard,0823\salami_chords.txt,lovely_day,492,nan,nan,
493,paul_simon,195,824.0,Billboard,0824\salami_chords.txt,50_ways_to_leave_your_lover,493,nan,nan,
494,biz_markie,241,827.0,Billboard,0827\salami_chords.txt,just__friend,494,nan,nan,
495,amboy_dukes,215,828.0,Billboard,0828\salami_chords.txt,journey_to__center_of__mind,495,nan,nan,
496,bob_seger_and__silver_bullet_band,244,830.0,Billboard,0830\salami_chords.txt,trying_to_live_my_life_without_you,496,nan,nan,
497,dr_hook,213,831.0,Billboard,0831\salami_chords.txt,sexy_eyes,497,nan,nan,
498,oliver,219,834.0,Billboard,0834\salami_chords.txt,good_morning_starshine,498,nan,nan,
499,anita_baker,266,837.0,Billboard,0837\salami_chords.txt,sweet_love,499,nan,nan,
500,beach_boys,129,838.0,Billboard,0838\salami_chords.txt,surfin_safari,500,nan,nan,
501,steppenwolf,210,841.0,Billboard,0841\salami_chords.txt,born_to_be_wild,501,nan,nan,
502,elton_john,195,842.0,Billboard,0842\salami_chords.txt,goodbye_yellow_brick_road,502,nan,nan,
503,cher,241,843.0,Billboard,0843\salami_chords.txt,if_i_could_turn_back_time,503,nan,nan,
504,talking_heads,241,844.0,Billboard,0844\salami_chords.txt,burning_down__house,504,nan,nan,
505,george_harrison,235,845.0,Billboard,0845\salami_chords.txt,i_got_my_mind_set_on_you,505,nan,nan,
506,bread,157,847.0,Billboard,0847\salami_chords.txt,sweet_surrender,506,nan,nan,
507,castaways,115,848.0,Billboard,0848\salami_chords.txt,"liar,_liar",507,nan,nan,
508,creedence_clearwater_revival,133,852.0,Billboard,0852\salami_chords.txt,bad_moon_rising,508,nan,nan,
509,beatles,176,853.0,Billboard,0853\salami_chords.txt,i_saw_her_standing_there,509,nan,nan,
510,hi-five,238,856.0,Billboard,0856\salami_chords.txt,i_like__way__kissing_game,510,nan,nan,
511,james_brown,319,857.0,Billboard,0857\salami_chords.txt,get_up_i_feel_like_being_like__sex_machine_part_1,511,nan,nan,
512,nitty_gritty_dirt_band,235,859.0,Billboard,0859\salami_chords.txt,make__little_magic,512,nan,nan,
513,judas_priest,311,861.0,Billboard,0861\salami_chords.txt,youve_got_another_thing_comin,513,nan,nan,
514,oak_ridge_boys,161,864.0,Billboard,0864\salami_chords.txt,elvira,514,nan,nan,
515,rick_springfield,181,865.0,Billboard,0865\salami_chords.txt,dont_talk_to_strangers,515,nan,nan,
516,freddy_fender,215,872.0,Billboard,0872\salami_chords.txt,secret_love,516,nan,nan,
517,elvis_presley,232,875.0,Billboard,0875\salami_chords.txt,she_thinks_i_still_care,517,nan,nan,
518,run-dmc,312,879.0,Billboard,0879\salami_chords.txt,walk_this_way,518,nan,nan,
519,metallica,444,884.0,Billboard,0884\salami_chords.txt,one,519,nan,nan,
520,wang_chung,240,886.0,Billboard,0886\salami_chords.txt,dance_hall_days,520,nan,nan,
521,de_la_soul,221,887.0,Billboard,0887\salami_chords.txt,me_myself_and_i,521,nan,nan,
522,steve_winwood,415,889.0,Billboard,0889\salami_chords.txt,don_t_you_know_what__night_can_do,522,nan,nan,
523,ray_charles,184,890.0,Billboard,0890\salami_chords.txt,lets_go_get_stoned,523,nan,nan,
524,who,132,891.0,Billboard,0891\salami_chords.txt,happy_jack,524,nan,nan,
525,edwin_starr,209,893.0,Billboard,0893\salami_chords.txt,war,525,nan,nan,
526,abba,222,894.0,Billboard,0894\salami_chords.txt,on_and_on_and_on,526,nan,nan,
527,todd_rundgren,179,895.0,Billboard,0895\salami_chords.txt,dream_goes_on_forever,527,nan,nan,
528,eric_clapton,250,898.0,Billboard,0898\salami_chords.txt,i_cant_stand_it,528,nan,nan,
529,temptations,174,900.0,Billboard,0900\salami_chords.txt,i_wish_it_would_rain,529,nan,nan,
530,james_taylor,203,901.0,Billboard,0901\salami_chords.txt,country_road,530,nan,nan,
531,abba,174,902.0,Billboard,0902\salami_chords.txt,honey_honey,531,nan,nan,
532,kinks,157,904.0,Billboard,0904\salami_chords.txt,till__end_of__day,532,nan,nan,
533,"crosby,_stills_and_nash",174,905.0,Billboard,0905\salami_chords.txt,teach_your_children,533,nan,nan,
534,milli_vanilli,253,913.0,Billboard,0913\salami_chords.txt,girl_you_know_it_s_true,534,nan,nan,
535,dr_hook,196,914.0,Billboard,0914\salami_chords.txt,if_not_you,535,nan,nan,
536,bobby_womack,190,915.0,Billboard,0915\salami_chords.txt,sweet_caroline_good_times_never_seemed_so_good,536,nan,nan,
537,anne_murray,164,917.0,Billboard,0917\salami_chords.txt,love_song,537,nan,nan,
538,billy_idol,218,920.0,Billboard,0920\salami_chords.txt,hot_in__city,538,nan,nan,
539,ritchie_family,194,925.0,Billboard,0925\salami_chords.txt,best_disco_in_town,539,nan,nan,
540,ventures,126,926.0,Billboard,0926\salami_chords.txt,perfidia,540,nan,nan,
541,little_anthony_and__imperials,160,927.0,Billboard,0927\salami_chords.txt,"out_of_sight,_out_of_mind",541,nan,nan,
542,tommy_james,175,928.0,Billboard,0928\salami_chords.txt,mony_mony,542,nan,nan,
543,rock_and_hyde,258,929.0,Billboard,0929\salami_chords.txt,dirty_water,543,nan,nan,
544,cornelius_brothers_and_sister_rose,166,932.0,Billboard,0932\salami_chords.txt,treat_her_like__lady,544,nan,nan,
545,ray_charles,180,933.0,Billboard,0933\salami_chords.txt,eleanor_rigby,545,nan,nan,
546,box_tops,155,935.0,Billboard,0935\salami_chords.txt,cry_like__baby,546,nan,nan,
547,bob_seger,355,941.0,Billboard,0941\salami_chords.txt,like__rock,547,nan,nan,
548,wilson_pickett,146,943.0,Billboard,0943\salami_chords.txt,i_found__true_love,548,nan,nan,
549,dolly_parton,238,944.0,Billboard,0944\salami_chords.txt,starting_over_again,549,nan,nan,
550,doors,431,945.0,Billboard,0945\salami_chords.txt,riders_on__storm,550,nan,nan,
551,miracles,168,946.0,Billboard,0946\salami_chords.txt,i_second_that_emotion,551,nan,nan,
552,simon_and_garfunkel,199,947.0,Billboard,0947\salami_chords.txt,fakin_it,552,nan,nan,
553,chubby_checker,156,948.0,Billboard,0948\salami_chords.txt,twist,553,nan,nan,
554,sonny_and_cher,160,950.0,Billboard,0950\salami_chords.txt,all_i_ever_need_is_you,554,nan,nan,
555,boston,252,952.0,Billboard,0952\salami_chords.txt,feelin_satisfied,555,nan,nan,
556,allan_parsons_project,239,956.0,Billboard,0956\salami_chords.txt,eye_in__sky,556,nan,nan,
557,rolling_stones,289,958.0,Billboard,0958\salami_chords.txt,miss_you,557,nan,nan,
558,abba,242,961.0,Billboard,0961\salami_chords.txt,take__chance_on_me,558,nan,nan,
559,billy_squier,208,963.0,Billboard,0963\salami_chords.txt,stroke,559,nan,nan,
560,sopwith_camel,145,964.0,Billboard,0964\salami_chords.txt,hello_hello,560,nan,nan,
561,arthur_conley,143,965.0,Billboard,0965\salami_chords.txt,sweet_soul_music,561,nan,nan,
562,george_benson,342,967.0,Billboard,0967\salami_chords.txt,breezin,562,nan,nan,
